Scholarship_Name,Gender,Caste,Religion,Education,Income,ExServicemen,Disability,Sports,Percentage,Status
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,Undergraduate,178981,Yes,No,No,79.61,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,153137,No,No,No,64.94,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,930027,No,No,No,59.47,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,629686,No,No,Yes,54.31,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,1147084,No,Yes,No,42.28,Not Eligible
State Minority Scholarship Part II,Female,Open,Christian,HSC,169013,No,No,No,77.39,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,272189,No,Yes,No,91.92,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,705331,No,No,No,58.56,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,939322,No,No,No,77.4,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,393476,No,No,No,85.81,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,1150653,No,No,No,63.61,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,1010998,No,No,No,60.78,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,240466,No,No,Yes,94.21,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,548361,No,No,No,91.36,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,HSC,191539,No,No,No,86.0,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,670977,No,No,No,53.44,Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,HSC,305706,Yes,No,No,92.11,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,838204,No,No,Yes,78.56,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,1034026,No,No,No,62.72,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,PhD,1136398,Yes,No,No,71.87,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Undergraduate,435957,No,No,No,92.19,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,660718,No,No,No,63.69,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,577377,No,Yes,No,54.38,Eligible
Education Concession to Children of Ex-Servicemen,Female,ST,Hindu,SSC,633079,Yes,No,No,64.13,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,951247,No,No,No,69.9,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Undergraduate,76659,No,No,No,42.64,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Buddhist,Undergraduate,479846,Yes,No,No,80.8,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,743257,No,No,Yes,94.6,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,205780,No,No,No,57.81,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,114339,No,No,No,71.82,Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,PhD,289175,Yes,Yes,No,76.73,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,Diploma,219486,Yes,No,No,83.48,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,1077849,No,No,No,42.24,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,1170595,No,No,No,73.59,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,Open,Christian,PhD,595673,Yes,No,No,52.07,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,264977,No,No,No,75.57,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,1165619,No,No,Yes,69.93,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,957336,No,No,Yes,80.15,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Hindu,Undergraduate,952831,Yes,No,No,95.26,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,824898,No,No,No,69.62,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,SSC,666562,No,No,No,72.08,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,214694,No,No,No,53.74,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,Undergraduate,537302,No,No,No,93.81,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,960052,No,Yes,No,93.21,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,202011,No,No,No,80.32,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,1098939,No,No,No,48.49,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,802022,No,No,No,48.1,Not Eligible
State Minority Scholarship Part II,Male,Open,Jain,SSC,667250,No,No,No,93.59,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,591306,No,No,No,79.27,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,398499,No,No,No,59.94,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,33340,No,No,No,43.12,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,Diploma,1165692,No,No,No,57.35,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,931684,No,No,No,45.35,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,668139,No,No,No,48.86,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,648149,No,No,No,92.43,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,912018,No,No,No,47.82,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,PhD,706029,No,No,No,80.41,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,144392,No,No,No,70.29,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,785006,No,No,No,62.41,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,528635,No,Yes,No,96.65,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,1075871,No,No,No,75.42,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,329541,No,No,No,81.19,Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,HSC,1089858,Yes,No,No,81.66,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,228603,No,No,No,67.4,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,470769,No,No,No,42.21,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,819459,No,No,No,84.8,Not Eligible
State Minority Scholarship Part II,Male,Open,Jain,PhD,486675,No,No,Yes,82.57,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,PhD,599458,No,No,Yes,83.27,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,258693,No,No,Yes,41.37,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,287049,No,Yes,No,83.88,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,299102,No,No,No,52.81,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,225170,No,No,No,45.05,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,861750,No,No,No,91.67,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,1127990,No,No,No,69.7,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,Diploma,430582,Yes,No,No,45.11,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,692459,No,No,No,62.83,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,134119,No,No,No,92.44,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,353099,No,No,No,54.12,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,1092315,No,No,No,91.83,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,48299,No,No,Yes,93.86,Eligible
Education Concession to Children of Ex-Servicemen,Female,Open,Buddhist,HSC,768584,Yes,No,Yes,69.81,Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,Diploma,776188,Yes,No,No,75.68,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,1104709,No,No,No,44.87,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,1109646,No,No,No,88.39,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,531763,No,No,No,76.01,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,1042410,No,No,No,89.01,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,475645,No,No,No,54.28,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,858345,No,No,No,59.34,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,981931,No,No,No,54.19,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,815617,No,No,No,48.07,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,357855,No,No,Yes,72.08,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,652662,No,No,No,83.33,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,PhD,1108671,No,No,No,95.19,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,275175,No,Yes,No,73.96,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,1171380,No,No,Yes,56.88,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,HSC,1131790,Yes,No,No,69.51,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,491583,No,No,No,56.62,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,100442,No,No,No,65.12,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,Postgraduate,323412,No,No,No,42.39,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,1154086,No,No,Yes,91.03,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,157484,No,No,No,69.9,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,466720,No,No,No,53.27,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,504381,No,No,No,64.95,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,1135166,No,No,No,69.74,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,58760,No,No,Yes,93.18,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,159932,No,No,No,79.94,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,915615,No,No,Yes,48.95,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,Undergraduate,871181,Yes,No,No,55.27,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,873934,No,No,No,77.41,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,PhD,197753,No,No,No,53.01,Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,Diploma,568986,Yes,No,No,42.69,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,SSC,635565,Yes,Yes,No,46.71,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,1197202,No,No,No,75.38,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,599509,No,No,No,57.36,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,466928,No,No,No,46.56,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,453883,No,No,No,42.68,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,1007893,No,No,No,42.18,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,66229,No,No,No,64.84,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,848294,No,No,No,96.62,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,PhD,978141,Yes,No,No,54.36,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Postgraduate,73462,No,No,No,72.16,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,1178404,No,No,No,87.79,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,44348,No,Yes,No,92.21,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,483844,No,Yes,No,43.42,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,787048,No,No,Yes,98.24,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,HSC,564720,No,No,No,97.07,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,521965,No,No,No,96.4,Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,SSC,760924,Yes,No,No,40.86,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,840169,No,No,No,89.53,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,987336,No,No,No,94.09,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,Postgraduate,320588,Yes,No,No,58.13,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,168533,No,No,No,57.03,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,138433,No,No,No,83.95,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,128201,No,No,Yes,79.24,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,445950,No,No,No,49.48,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,737615,No,No,Yes,47.43,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,34955,No,No,No,85.33,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,822754,No,Yes,Yes,80.34,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,896008,No,No,No,48.45,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,HSC,493571,Yes,No,No,94.74,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,516651,No,No,No,43.75,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,PhD,698231,No,No,No,86.07,Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Muslim,Undergraduate,981092,Yes,No,No,91.18,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,125717,No,No,No,51.36,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,Undergraduate,301896,No,No,No,98.32,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,1041211,No,No,No,50.7,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,SSC,627062,No,No,No,87.48,Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,SSC,142112,Yes,No,No,89.8,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,1101162,No,No,No,74.36,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,264241,No,No,No,62.34,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,954395,No,No,Yes,88.63,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,450020,No,No,No,44.68,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,919899,No,No,No,92.68,Not Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,HSC,865514,No,No,No,93.39,Not Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,PhD,319579,No,No,No,42.77,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,276902,No,No,No,64.01,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,Postgraduate,159166,Yes,No,No,64.88,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,356169,No,No,No,88.49,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,845068,No,No,No,61.07,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,PhD,461644,No,No,Yes,49.81,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,116279,No,No,No,81.86,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,422813,No,No,No,88.56,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,1151033,No,No,No,68.95,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,PhD,345206,Yes,No,No,87.42,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,769385,No,No,No,70.53,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,PhD,905138,No,No,No,81.22,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,SSC,413494,No,No,No,81.37,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,307050,No,No,No,77.1,Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,SSC,877524,Yes,No,Yes,84.57,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,627961,No,No,Yes,64.21,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,Undergraduate,862015,No,No,No,93.07,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,352485,No,No,Yes,76.63,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,1182153,No,No,No,94.51,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,377889,No,No,Yes,81.29,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,798685,No,No,No,85.08,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,289910,No,No,No,49.82,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,309323,No,No,No,83.97,Eligible
State Minority Scholarship Part II,Male,Open,Jain,Diploma,240577,No,No,No,72.58,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,743173,No,No,No,94.98,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,917092,No,No,No,50.38,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,629290,No,No,No,48.58,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,1179379,No,No,No,95.44,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,245445,No,No,No,75.59,Eligible
Education Concession to Children of Ex-Servicemen,Female,OBC,Hindu,Diploma,297072,Yes,No,No,62.32,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,197635,No,No,No,72.02,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,838413,No,No,No,77.35,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,650897,No,No,Yes,79.25,Eligible
Education Concession to Children of Ex-Servicemen,Female,Open,Buddhist,HSC,477991,Yes,No,No,43.12,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,613260,No,No,No,59.82,Eligible
Education Concession to Children of Ex-Servicemen,Male,SBC,Hindu,HSC,863244,Yes,No,No,44.95,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,790106,No,No,No,98.8,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,884547,No,No,No,58.42,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,10000000,No,No,No,40.21,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,654279,No,No,No,95.92,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,539709,No,No,Yes,55.84,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,HSC,386927,No,No,No,80.8,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,1009605,No,No,Yes,58.73,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,114353,No,No,No,45.79,Not Eligible
State Minority Scholarship Part II,Female,Open,Christian,Diploma,1181191,No,No,Yes,80.02,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,PhD,145849,Yes,Yes,No,49.92,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,994785,No,No,No,68.33,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,104607,No,No,Yes,52.32,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,SSC,91766,No,No,No,76.11,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,636468,No,No,No,63.54,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,48666,No,No,No,50.39,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Postgraduate,1122280,No,No,No,82.44,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,995945,No,No,Yes,87.71,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,907188,No,No,Yes,87.27,Not Eligible
